order_id,user_id,order_date,amount,country,currency,category
1596,473,2025-05-01,326.97,Heard Island and McDonald Islands,TRY,Electronics
1597,309,2025-05-05,112.7,El Salvador,IMP,Books
1598,420,2025-05-06,75.87,Saudi Arabia,HUF,Food
1599,331,2025-05-07,191.64,Ecuador,TVD,Electronics
1600,21,2025-04-13,372.62,Monaco,KHR,Toys
1601,293,2025-05-02,198.5,South Africa,SHP,Electronics
1602,92,2025-04-15,435.11,Sao Tome and Principe,SHP,Electronics
1603,202,2025-04-22,403.7,Antarctica (the territory South of 60 deg S),KMF,Electronics
1604,342,2025-04-22,497.89,Tonga,TVD,Clothing
1605,65,2025-04-18,250.48,Kyrgyz Republic,UGX,Food
1606,9,2025-04-28,420.98,Botswana,IDR,Electronics
1607,117,2025-04-24,111.76,Croatia,SGD,Electronics
1608,29,2025-05-09,233.24,Senegal,ISK,Electronics
1609,272,2025-05-03,201.94,Palau,AMD,Food
1610,239,2025-05-09,449.19,Lesotho,NZD,Clothing
1611,237,2025-05-07,185.48,Russian Federation,CVE,Toys
1612,116,2025-05-01,170.88,Tanzania,WST,Books
1613,328,2025-05-11,268.66,Guernsey,SLL,Food
1614,496,2025-04-19,370.82,Mauritania,MZN,Toys
1615,178,2025-04-30,258.01,Lithuania,NPR,Food
1616,497,2025-04-25,125.59,Togo,NZD,Toys
1617,62,2025-05-13,171.3,Lesotho,NGN,Clothing
1618,25,2025-05-01,438.13,Hong Kong,SYP,Toys
1619,340,2025-05-08,259.64,Korea,STD,Clothing
1620,302,2025-05-09,151.1,New Caledonia,NZD,Books
1621,389,2025-05-06,343.01,Tanzania,GNF,Toys
1622,74,2025-04-30,445.68,Saint Helena,BND,Electronics
1623,374,2025-04-29,455.36,Egypt,MMK,Books
1624,458,2025-04-18,400.16,Burundi,MVR,Clothing
1625,285,2025-04-22,258.81,Mauritania,TJS,Books
1626,8,2025-04-29,320.31,Montserrat,XCD,Toys
1627,383,2025-04-28,155.39,Tanzania,SEK,Electronics
1628,259,2025-04-14,452.37,Myanmar,FKP,Electronics
1629,48,2025-05-12,394.94,Netherlands Antilles,NGN,Toys
1630,104,2025-05-12,98.11,Colombia,EUR,Food
1631,493,2025-04-18,484.88,Togo,SLL,Food
1632,348,2025-05-06,193.13,Timor-Leste,WST,Food
1633,358,2025-05-12,126.01,Haiti,LAK,Clothing
1634,171,2025-04-14,210.92,New Caledonia,NIS,Toys
1635,10,2025-04-24,385.13,Poland,MNT,Food
1636,477,2025-04-30,201.92,Cook Islands,BHD,Toys
1637,263,2025-04-20,35.65,Paraguay,BRL,Clothing
1638,422,2025-04-21,111.8,Czech Republic,RWF,Clothing
1639,402,2025-05-08,182.15,United Kingdom,SGD,Electronics
1640,137,2025-04-14,414.71,Iraq,KWD,Electronics
1641,165,2025-05-13,405.05,Singapore,BSD,Food
1642,427,2025-05-01,359.47,Spain,JEP,Toys
1643,258,2025-05-13,392.3,Lebanon,SYP,Toys
1644,423,2025-04-22,496.41,South Africa,AOA,Clothing
1645,196,2025-04-25,264.48,Iran,SEK,Books
1646,407,2025-05-05,108.03,Bouvet Island (Bouvetoya),NPR,Clothing
1647,306,2025-04-21,131.37,Cyprus,MDL,Food
1648,346,2025-04-27,405.42,Japan,ISK,Toys
1649,145,2025-05-11,279.6,Algeria,MOP,Electronics
1650,114,2025-05-08,219.94,Lao People's Democratic Republic,LKR,Clothing
1651,98,2025-05-05,360.63,Swaziland,ILS,Clothing
1652,194,2025-04-14,189.62,Suriname,RWF,Clothing
1653,485,2025-04-22,241.67,Comoros,KWD,Electronics
1654,330,2025-04-20,461.01,Kazakhstan,SDG,Clothing
1655,1,2025-05-09,452.45,Haiti,LBP,Clothing
1656,227,2025-05-08,351.12,Angola,SPL,Electronics
1657,332,2025-04-17,128.31,French Polynesia,NIS,Toys
1658,38,2025-04-30,391.6,Costa Rica,DOP,Electronics
1659,457,2025-04-21,363.35,Qatar,TVD,Books
1660,388,2025-04-27,107.87,Cote d'Ivoire,JMD,Books
1661,86,2025-05-04,472.22,Paraguay,ETB,Electronics
1662,240,2025-04-22,341.87,Comoros,ANG,Toys
1663,459,2025-05-03,441.72,Wallis and Futuna,MWK,Electronics
1664,53,2025-04-13,337.92,Greece,NGN,Food
1665,260,2025-05-05,41.87,Mayotte,KHR,Toys
1666,466,2025-04-21,453.32,Benin,EGP,Toys
1667,90,2025-04-21,149.48,Libyan Arab Jamahiriya,MNT,Toys
1668,349,2025-04-16,272.98,Egypt,THB,Books
1669,324,2025-05-07,276.86,Syrian Arab Republic,BND,Electronics
1670,460,2025-04-24,332.41,Germany,KHR,Food
1671,465,2025-04-22,278.99,Senegal,MYR,Clothing
1672,37,2025-05-07,484.74,Haiti,PEN,Electronics
1673,445,2025-05-11,113.27,Ecuador,IDR,Toys
1674,212,2025-04-16,210.28,Saudi Arabia,CAD,Toys
1675,425,2025-05-03,97.39,Aruba,GIP,Books
1676,18,2025-04-17,82.19,Guadeloupe,ERN,Food
1677,455,2025-05-09,179.83,Germany,FJD,Books
1678,166,2025-04-17,281.09,Saint Martin,MNT,Food
1679,121,2025-04-15,207.89,Guadeloupe,RWF,Clothing
1680,284,2025-04-26,36.11,Lao People's Democratic Republic,UYU,Clothing
1681,356,2025-05-12,115.39,Antarctica (the territory South of 60 deg S),CHF,Food
1682,495,2025-04-25,26.75,Greenland,QAR,Electronics
1683,168,2025-05-10,56.74,Saudi Arabia,NIO,Clothing
1684,392,2025-04-16,473.0,Netherlands,PYG,Toys
1685,224,2025-04-20,21.1,Central African Republic,AZN,Toys
1686,171,2025-04-28,271.95,Gabon,MZN,Books
1687,338,2025-05-01,216.8,Eritrea,BOB,Clothing
1688,339,2025-04-22,53.58,Kyrgyz Republic,MZN,Food
1689,492,2025-04-25,439.0,United States Minor Outlying Islands,NOK,Clothing
1690,437,2025-04-17,323.45,Sudan,UYU,Books
1691,277,2025-04-15,416.95,South Africa,BBD,Clothing
1692,461,2025-05-01,381.86,Monaco,MAD,Food
1693,237,2025-05-08,381.9,Italy,COP,Electronics
1694,235,2025-04-29,89.45,Argentina,BMD,Clothing
1695,249,2025-04-22,344.4,Western Sahara,MRO,Clothing
1696,59,2025-04-13,184.27,Azerbaijan,PKR,Books
1697,79,2025-05-04,119.6,Jersey,ALL,Books
1698,297,2025-04-24,493.52,Congo,PLN,Food
1699,273,2025-04-21,88.97,Israel,BOB,Clothing
1700,474,2025-05-04,142.7,Palestinian Territory,USD,Food
1701,378,2025-04-30,412.74,Barbados,KGS,Toys
1702,106,2025-04-22,438.26,Marshall Islands,BDT,Toys
1703,101,2025-04-28,84.43,Philippines,GHS,Electronics
1704,241,2025-04-21,84.85,Iraq,ZWD,Clothing
1705,156,2025-04-16,328.84,Ethiopia,SGD,Food
1706,72,2025-04-18,216.67,Uruguay,BTN,Electronics
1707,220,2025-05-06,230.63,Mauritania,NZD,Food
1708,69,2025-04-26,52.72,Armenia,VND,Clothing
1709,217,2025-04-29,382.94,Cocos (Keeling) Islands,SLL,Books
1710,238,2025-04-26,41.1,Saint Helena,RUB,Electronics
1711,114,2025-04-19,13.12,Guernsey,LRD,Books
1712,421,2025-04-27,486.51,Morocco,CAD,Toys
1713,314,2025-04-17,80.7,Christmas Island,BND,Toys
1714,151,2025-04-20,422.52,Faroe Islands,GMD,Books
1715,299,2025-04-22,390.04,Nauru,MWK,Electronics
1716,380,2025-05-10,436.38,Eritrea,BOB,Books
1717,171,2025-05-08,222.49,Algeria,TZS,Food
1718,310,2025-04-24,46.51,Niue,NAD,Toys
1719,152,2025-05-06,442.0,Saint Barthelemy,HTG,Food
1720,328,2025-04-14,336.41,Germany,NGN,Books
1721,125,2025-04-23,370.68,Belgium,NOK,Clothing
1722,222,2025-05-12,405.2,Singapore,UAH,Toys
1723,369,2025-04-24,403.6,Tuvalu,IMP,Clothing
1724,210,2025-04-25,444.89,Norfolk Island,ZMW,Toys
1725,296,2025-04-23,334.0,Mali,BDT,Food
1726,471,2025-05-04,489.16,Netherlands Antilles,RWF,Electronics
1727,250,2025-05-13,321.3,Italy,LYD,Toys
1728,484,2025-04-21,411.05,Bulgaria,MRO,Books
1729,413,2025-04-24,485.81,Tonga,KYD,Electronics
1730,279,2025-05-10,379.52,Western Sahara,CLP,Books
1731,407,2025-05-02,17.53,Spain,ALL,Books
1732,179,2025-04-14,486.74,Saint Martin,ZMW,Electronics
1733,436,2025-05-13,36.08,Pitcairn Islands,BMD,Books
1734,500,2025-04-15,198.98,Nepal,VUV,Electronics
1735,417,2025-05-07,206.43,Saint Martin,JPY,Books
1736,393,2025-04-13,190.43,American Samoa,KWD,Toys
1737,363,2025-04-13,461.32,Albania,AMD,Toys
1738,240,2025-05-05,314.68,Russian Federation,MRO,Toys
1739,260,2025-04-23,277.09,Belarus,CRC,Clothing
1740,413,2025-05-04,347.47,Belgium,KWD,Clothing
1741,16,2025-04-16,49.1,Norfolk Island,MKD,Clothing
1742,466,2025-04-19,471.73,Mexico,LYD,Toys
1743,12,2025-04-22,112.41,Georgia,SRD,Clothing
1744,236,2025-05-12,304.81,Bouvet Island (Bouvetoya),ZWD,Clothing
1745,121,2025-04-22,288.48,Japan,LSL,Electronics
1746,123,2025-05-09,408.78,Slovenia,PGK,Toys
1747,59,2025-04-29,298.5,Djibouti,LYD,Books
1748,8,2025-04-28,180.88,Chile,MNT,Food
1749,449,2025-05-04,217.13,Holy See (Vatican City State),XCD,Clothing
1750,323,2025-04-24,356.96,Falkland Islands (Malvinas),XPF,Food
1751,435,2025-04-23,78.17,Lebanon,COP,Books
1752,331,2025-04-18,323.58,Mexico,JOD,Food
1753,111,2025-05-10,493.19,Nigeria,TZS,Toys
1754,406,2025-05-08,374.96,Guinea,IQD,Toys
1755,17,2025-04-30,180.01,Argentina,LBP,Books
1756,331,2025-04-15,325.34,United States of America,BRL,Food
1757,78,2025-04-18,326.83,Micronesia,UAH,Electronics
1758,75,2025-04-15,406.29,Jordan,BSD,Books
1759,99,2025-05-10,407.9,Kenya,BRL,Books
1760,211,2025-05-03,189.97,Holy See (Vatican City State),UYU,Clothing
1761,363,2025-04-18,130.39,Holy See (Vatican City State),XCD,Toys
1762,347,2025-04-30,425.91,Malawi,RSD,Clothing
1763,372,2025-04-25,37.62,New Caledonia,UZS,Clothing
1764,402,2025-04-30,318.8,Suriname,USD,Food
1765,262,2025-05-09,151.55,Cote d'Ivoire,EGP,Electronics
1766,495,2025-04-16,392.17,Mauritius,EUR,Electronics
1767,474,2025-04-18,127.05,Christmas Island,KGS,Clothing
1768,302,2025-04-19,158.22,Pitcairn Islands,INR,Food
1769,380,2025-05-05,364.75,Kuwait,NIO,Clothing
1770,286,2025-05-02,280.47,Cambodia,ISK,Books
1771,409,2025-04-25,334.56,Cyprus,TTD,Toys
1772,82,2025-05-08,143.53,Montenegro,ISK,Electronics
1773,402,2025-05-01,315.63,Russian Federation,THB,Electronics
1774,484,2025-04-14,290.59,Cook Islands,KPW,Electronics
1775,120,2025-05-02,344.46,Cameroon,CRC,Toys
1776,473,2025-04-13,207.3,Bouvet Island (Bouvetoya),ILS,Food
1777,182,2025-04-17,242.68,Saint Lucia,TVD,Electronics
1778,384,2025-04-25,125.84,Guernsey,MKD,Electronics
1779,116,2025-04-24,268.39,Zambia,USD,Food
1780,207,2025-05-02,54.84,Georgia,NZD,Electronics
1781,32,2025-04-23,137.07,Nigeria,ALL,Electronics
1782,447,2025-05-08,58.11,Armenia,EGP,Clothing
1783,464,2025-05-09,134.24,United Arab Emirates,SGD,Books
1784,210,2025-05-06,437.86,Falkland Islands (Malvinas),KYD,Food
1785,276,2025-04-23,494.9,British Indian Ocean Territory (Chagos Archipelago),UAH,Clothing
1786,482,2025-04-21,440.89,Oman,QAR,Electronics
1787,232,2025-04-20,352.31,Vanuatu,MZN,Food
1788,111,2025-04-29,80.08,Djibouti,MGA,Food
1789,227,2025-05-07,107.45,Burundi,INR,Clothing
1790,469,2025-05-12,345.4,Sao Tome and Principe,SEK,Food
1791,142,2025-05-08,426.41,Kyrgyz Republic,GGP,Food
1792,292,2025-04-26,399.67,Taiwan,TRY,Clothing
1793,476,2025-04-30,112.04,Syrian Arab Republic,MAD,Clothing
1794,330,2025-05-05,20.4,Bouvet Island (Bouvetoya),NAD,Toys
1795,88,2025-04-15,304.19,Sri Lanka,BND,Books
1796,226,2025-04-27,358.93,Montserrat,SBD,Electronics
1797,485,2025-05-11,288.95,Tokelau,SOS,Electronics
1798,57,2025-04-18,93.91,Lao People's Democratic Republic,SPL,Electronics
1799,66,2025-05-01,121.52,Jamaica,CVE,Toys
1800,461,2025-04-17,115.51,Togo,SLL,Electronics
1801,157,2025-05-05,97.84,Solomon Islands,JEP,Toys
1802,136,2025-05-03,373.53,India,RWF,Electronics
1803,187,2025-05-07,190.49,Cape Verde,MGA,Electronics
1804,157,2025-04-18,324.27,Bahrain,SLL,Food
1805,318,2025-04-15,383.04,Marshall Islands,KYD,Toys
1806,458,2025-04-17,134.78,Wallis and Futuna,CDF,Electronics
1807,76,2025-04-26,376.36,Sweden,ANG,Electronics
1808,149,2025-05-03,204.89,Libyan Arab Jamahiriya,MNT,Books
1809,49,2025-04-30,321.9,New Zealand,QAR,Clothing
1810,457,2025-04-24,18.95,Panama,MRO,Electronics
1811,24,2025-04-20,354.52,French Polynesia,BGN,Toys
1812,24,2025-05-02,19.61,Peru,AOA,Food
1813,187,2025-04-14,294.06,Armenia,ISK,Toys
1814,290,2025-05-10,137.25,Germany,LRD,Food
1815,261,2025-04-25,489.49,Ethiopia,IQD,Food
1816,404,2025-04-22,79.93,Lao People's Democratic Republic,KRW,Toys
1817,292,2025-04-28,490.69,Cote d'Ivoire,LAK,Food
1818,195,2025-04-29,125.35,Pakistan,ERN,Clothing
1819,188,2025-05-03,342.97,Andorra,NPR,Books
1820,60,2025-04-23,35.79,Niue,KPW,Books
1821,454,2025-04-29,75.0,Slovakia (Slovak Republic),HNL,Food
1822,472,2025-04-15,299.57,Senegal,HKD,Electronics
1823,428,2025-04-20,50.83,Poland,KRW,Toys
1824,135,2025-04-22,77.89,Cocos (Keeling) Islands,CLP,Food
1825,242,2025-04-23,370.75,Lao People's Democratic Republic,MKD,Clothing
1826,271,2025-04-24,409.57,Heard Island and McDonald Islands,RSD,Electronics
1827,9,2025-05-10,469.7,Nigeria,IDR,Food
1828,451,2025-04-28,143.13,Central African Republic,STD,Food
1829,5,2025-05-06,193.27,Gibraltar,PYG,Electronics
1830,329,2025-04-17,353.85,Saudi Arabia,CLP,Electronics
1831,268,2025-04-13,26.95,Tonga,XAF,Electronics
1832,412,2025-04-16,177.34,Malaysia,IRR,Clothing
1833,75,2025-05-05,316.6,Mauritania,LTL,Books
1834,24,2025-04-16,90.73,Sudan,MGA,Clothing
1835,26,2025-05-08,107.34,Colombia,USD,Food
1836,38,2025-04-17,396.24,Congo,UZS,Toys
1837,15,2025-05-05,336.78,Djibouti,MDL,Food
1838,50,2025-04-19,126.49,Belgium,NGN,Toys
1839,436,2025-04-21,166.16,Lithuania,SHP,Food
1840,99,2025-04-23,235.75,Afghanistan,KPW,Books
1841,188,2025-04-27,325.42,Panama,TZS,Books
1842,250,2025-05-13,430.42,Togo,AMD,Toys
1843,306,2025-05-08,386.48,Somalia,CUC,Electronics
1844,447,2025-04-29,496.89,Bermuda,JMD,Toys
1845,240,2025-05-02,414.16,Bolivia,INR,Electronics
1846,143,2025-04-24,446.0,Zambia,TMT,Food
1847,176,2025-04-30,439.75,San Marino,AED,Toys
1848,104,2025-05-12,85.27,Kuwait,RWF,Electronics
1849,472,2025-04-14,115.59,United Arab Emirates,SRD,Toys
1850,314,2025-05-13,385.93,Qatar,ARS,Books
1851,123,2025-05-01,186.41,Greenland,CDF,Electronics
1852,364,2025-05-08,397.68,Mauritania,WST,Food
1853,64,2025-05-13,446.54,Anguilla,TND,Books
1854,214,2025-05-04,175.25,Mauritius,BND,Food
1855,146,2025-05-09,43.85,Belarus,SAR,Electronics
1856,204,2025-04-22,177.59,Jordan,GTQ,Toys
1857,234,2025-04-29,359.49,Seychelles,WST,Food
1858,219,2025-04-21,427.88,Djibouti,LYD,Clothing
1859,181,2025-04-17,334.61,United States Virgin Islands,GIP,Food
1860,459,2025-05-07,316.14,Ukraine,BGN,Books
1861,7,2025-04-16,217.89,Andorra,SEK,Clothing
1862,472,2025-04-27,322.46,Kuwait,CUP,Electronics
1863,129,2025-04-22,301.88,Palestinian Territory,SZL,Books
1864,348,2025-04-26,148.41,Sierra Leone,ZAR,Clothing
1865,225,2025-04-26,119.34,United States Minor Outlying Islands,USD,Clothing
1866,356,2025-05-02,106.47,Turkmenistan,DJF,Clothing
1867,86,2025-04-18,201.11,Holy See (Vatican City State),SGD,Clothing
1868,115,2025-04-23,210.43,British Indian Ocean Territory (Chagos Archipelago),PHP,Food
1869,135,2025-05-10,422.92,Albania,GYD,Food
1870,360,2025-04-13,98.31,Turkey,LRD,Clothing
1871,138,2025-04-17,232.97,Uganda,BYR,Toys
1872,43,2025-05-09,365.4,Equatorial Guinea,UAH,Books
1873,413,2025-04-28,472.1,Saint Martin,LBP,Electronics
1874,400,2025-05-03,237.28,New Caledonia,INR,Toys
1875,174,2025-04-27,442.24,Malaysia,KZT,Clothing
1876,19,2025-05-05,57.72,Ecuador,NOK,Clothing
1877,468,2025-04-26,133.57,Myanmar,SPL,Books
1878,164,2025-05-03,275.47,Cyprus,BWP,Food
1879,77,2025-05-04,359.57,Sao Tome and Principe,HUF,Clothing
1880,444,2025-04-25,421.74,Gabon,ILS,Clothing
1881,383,2025-04-27,482.81,Lao People's Democratic Republic,GGP,Electronics
1882,3,2025-05-01,222.43,Iran,RSD,Food
1883,317,2025-04-21,459.86,Thailand,MKD,Electronics
1884,340,2025-04-17,352.18,Martinique,LYD,Books
1885,14,2025-05-05,45.99,Latvia,DJF,Books
1886,157,2025-05-13,458.32,Lao People's Democratic Republic,TZS,Electronics
1887,226,2025-04-26,448.77,Bahrain,RWF,Electronics
1888,175,2025-04-19,483.51,Iceland,TVD,Food
1889,322,2025-04-22,416.5,Afghanistan,CHF,Food
1890,157,2025-04-29,146.42,French Guiana,THB,Electronics
1891,343,2025-04-14,333.27,Palestinian Territory,WST,Clothing
1892,69,2025-04-27,247.09,Central African Republic,GMD,Food
1893,408,2025-04-15,273.46,Egypt,SZL,Toys
1894,106,2025-04-21,307.09,Kyrgyz Republic,KWD,Electronics
1895,28,2025-05-05,406.31,Western Sahara,GYD,Toys
1896,387,2025-04-20,186.21,Kazakhstan,LRD,Toys
1897,492,2025-04-25,32.9,Mexico,JMD,Books
1898,171,2025-05-03,198.17,Malawi,KWD,Food
1899,124,2025-04-29,204.3,Bahamas,VND,Electronics
1900,130,2025-05-03,82.71,Martinique,LKR,Electronics
1901,344,2025-05-04,302.05,Palestinian Territory,LTL,Toys
1902,381,2025-04-15,70.62,Reunion,RON,Toys
1903,162,2025-05-05,84.91,Cayman Islands,DOP,Food
1904,91,2025-05-06,375.5,Hungary,IDR,Books
1905,458,2025-04-19,356.69,Georgia,LKR,Food
1906,166,2025-04-28,65.88,Bouvet Island (Bouvetoya),MRO,Books
1907,103,2025-05-09,238.12,Gambia,XOF,Food
1908,68,2025-05-03,371.69,Denmark,CLP,Books
1909,457,2025-04-21,496.55,United Arab Emirates,SCR,Food
1910,234,2025-04-13,165.47,Argentina,THB,Electronics
1911,16,2025-04-30,16.63,Cote d'Ivoire,DJF,Books
1912,359,2025-04-29,190.44,Mexico,KYD,Clothing
1913,455,2025-05-05,147.26,Antarctica (the territory South of 60 deg S),MNT,Food
1914,381,2025-04-30,279.94,Morocco,AMD,Toys
1915,147,2025-04-17,427.12,Nauru,TWD,Clothing
1916,106,2025-04-24,167.02,United Kingdom,IMP,Clothing
1917,488,2025-05-04,75.48,Saint Kitts and Nevis,MXN,Books
1918,430,2025-04-17,325.31,Barbados,LSL,Books
1919,116,2025-04-13,87.76,Latvia,TRY,Food
1920,475,2025-05-01,76.87,Palestinian Territory,MAD,Books
1921,326,2025-04-16,48.42,Russian Federation,KPW,Electronics
1922,148,2025-04-20,154.1,Ethiopia,SCR,Toys
1923,176,2025-05-12,46.97,Grenada,OMR,Food
1924,474,2025-05-09,428.55,Oman,AWG,Clothing
1925,303,2025-04-23,144.13,Saint Martin,HUF,Food
1926,328,2025-04-23,205.91,Lithuania,SOS,Toys
1927,487,2025-04-26,16.87,New Zealand,AMD,Books
1928,80,2025-04-26,344.72,Madagascar,JPY,Clothing
1929,150,2025-04-16,401.68,Samoa,SBD,Clothing
1930,193,2025-04-17,123.9,Czech Republic,AFN,Food
1931,307,2025-05-05,394.59,Mayotte,ZAR,Electronics
1932,213,2025-04-28,375.92,Seychelles,FJD,Electronics
1933,482,2025-04-13,40.05,Dominican Republic,CUP,Clothing
1934,377,2025-04-16,150.01,American Samoa,CZK,Electronics
1935,142,2025-04-13,410.66,Cocos (Keeling) Islands,HKD,Toys
1936,432,2025-05-05,377.46,Kenya,IQD,Books
1937,176,2025-05-13,473.67,North Macedonia,JMD,Clothing
1938,314,2025-04-15,196.54,Malta,ERN,Books
1939,474,2025-05-11,447.79,Mauritius,CNY,Books
1940,61,2025-04-17,140.12,Costa Rica,DOP,Books
1941,326,2025-04-17,492.42,Papua New Guinea,KZT,Toys
1942,292,2025-05-08,20.14,Bhutan,GIP,Food
1943,199,2025-04-23,172.42,Comoros,NAD,Toys
1944,371,2025-04-30,107.07,Lithuania,ZAR,Food
1945,32,2025-05-06,312.84,Slovenia,XAF,Toys
1946,425,2025-05-03,309.93,Guatemala,HKD,Books
1947,436,2025-05-05,258.72,Jordan,LYD,Toys
1948,120,2025-04-26,120.02,North Macedonia,ALL,Food
1949,348,2025-04-19,250.48,Grenada,VEF,Clothing
1950,303,2025-04-14,421.8,Ecuador,SVC,Toys
1951,398,2025-04-24,376.68,Dominica,TZS,Clothing
1952,56,2025-04-13,45.79,Isle of Man,BBD,Toys
1953,490,2025-04-23,400.08,Rwanda,BRL,Toys
1954,477,2025-05-04,491.81,Canada,KZT,Books
1955,1,2025-04-22,427.42,Iraq,BND,Toys
1956,73,2025-05-06,234.45,Switzerland,KZT,Toys
1957,55,2025-04-27,174.74,Philippines,DOP,Electronics
1958,80,2025-05-01,338.27,Equatorial Guinea,HNL,Electronics
1959,296,2025-05-07,395.39,Romania,XAF,Books
1960,401,2025-04-20,409.21,Montenegro,TMT,Clothing
1961,163,2025-05-05,460.36,El Salvador,XOF,Toys
1962,368,2025-04-16,344.16,Mauritius,PEN,Toys
1963,2,2025-05-04,285.43,Afghanistan,BND,Toys
1964,254,2025-05-10,370.36,Azerbaijan,MGA,Clothing
1965,490,2025-04-14,103.89,Niue,AOA,Food
1966,78,2025-05-07,152.79,Belgium,BBD,Food
1967,96,2025-04-16,271.57,Heard Island and McDonald Islands,CZK,Electronics
1968,246,2025-04-21,141.54,American Samoa,GBP,Toys
1969,227,2025-05-11,40.09,Hungary,ALL,Toys
1970,455,2025-04-25,117.95,Sao Tome and Principe,UYU,Books
1971,295,2025-05-06,235.25,Isle of Man,BBD,Electronics
1972,338,2025-05-13,405.2,Kazakhstan,GTQ,Books
1973,426,2025-05-06,154.65,Tanzania,TJS,Electronics
1974,423,2025-04-22,227.86,Luxembourg,AWG,Toys
1975,212,2025-04-22,402.41,United States of America,KHR,Electronics
1976,122,2025-04-20,377.71,Latvia,RSD,Electronics
1977,115,2025-04-18,280.86,Argentina,MGA,Clothing
1978,318,2025-04-29,403.44,French Southern Territories,INR,Food
1979,24,2025-04-30,492.12,Jersey,SHP,Food
1980,146,2025-05-08,136.64,Gambia,VEF,Food
1981,202,2025-05-01,354.88,Haiti,MWK,Electronics
1982,170,2025-05-11,268.72,Ecuador,GNF,Books
1983,12,2025-05-10,134.13,Trinidad and Tobago,PAB,Food
1984,124,2025-04-30,172.58,Timor-Leste,AMD,Electronics
1985,163,2025-04-21,130.84,Sri Lanka,JMD,Books
1986,291,2025-05-10,186.78,Malaysia,PEN,Toys
1987,440,2025-05-07,130.4,Fiji,KWD,Food
1988,235,2025-05-08,374.6,Netherlands Antilles,DJF,Electronics
1989,456,2025-05-04,69.26,Libyan Arab Jamahiriya,MAD,Books
1990,138,2025-05-07,104.01,Netherlands Antilles,UGX,Toys
1991,377,2025-04-23,346.24,Central African Republic,NPR,Clothing
1992,289,2025-04-30,417.72,French Guiana,BMD,Electronics
1993,379,2025-04-17,24.34,Senegal,RSD,Clothing
1994,461,2025-04-29,402.68,United States of America,XPF,Toys
1995,284,2025-05-12,80.49,Cyprus,BTN,Food
1996,166,2025-04-28,44.89,Equatorial Guinea,WST,Electronics
1997,50,2025-04-16,423.98,Niue,BMD,Food
1998,441,2025-04-20,238.42,Thailand,CRC,Toys
1999,144,2025-05-03,388.1,Iran,KRW,Books
2000,500,2025-04-19,52.36,Brunei Darussalam,MNT,Toys
2001,475,2025-04-21,381.82,Morocco,TOP,Toys
2002,127,2025-05-11,472.5,Holy See (Vatican City State),TZS,Books
2003,78,2025-04-18,114.17,Cuba,TVD,Electronics
2004,338,2025-05-05,91.82,Luxembourg,RWF,Toys
2005,285,2025-04-21,38.02,China,UAH,Electronics
2006,412,2025-04-24,233.91,Heard Island and McDonald Islands,MVR,Food
2007,57,2025-05-02,185.49,Somalia,ZAR,Clothing
2008,113,2025-04-26,385.66,South Georgia and the South Sandwich Islands,HUF,Food
2009,412,2025-05-02,146.67,United Arab Emirates,ERN,Food
2010,488,2025-05-01,304.1,Bahrain,PAB,Food
2011,361,2025-05-03,128.63,Congo,LAK,Food
2012,162,2025-04-29,220.69,Luxembourg,NAD,Food
2013,16,2025-04-24,230.0,Vietnam,SCR,Books
2014,422,2025-05-02,118.31,Bangladesh,AOA,Books
2015,449,2025-05-13,315.67,Eritrea,HRK,Toys
2016,480,2025-05-11,198.53,Italy,SOS,Food
2017,374,2025-05-05,334.97,Macao,ILS,Toys
2018,329,2025-04-25,306.2,British Indian Ocean Territory (Chagos Archipelago),PYG,Electronics
2019,284,2025-04-24,391.57,Cook Islands,MYR,Books
2020,293,2025-04-29,216.07,Niger,BBD,Food
2021,71,2025-05-08,244.94,Cyprus,CHF,Clothing
2022,199,2025-05-01,490.91,Pakistan,RSD,Electronics
2023,196,2025-04-27,135.86,French Southern Territories,ISK,Food
2024,366,2025-05-09,55.7,Solomon Islands,KES,Electronics
2025,104,2025-04-25,127.96,Montenegro,BWP,Books
2026,405,2025-04-24,344.49,Guyana,BDT,Electronics
2027,77,2025-04-13,363.56,Afghanistan,SAR,Clothing
2028,414,2025-04-27,243.39,Ecuador,DJF,Clothing
2029,418,2025-05-13,234.17,American Samoa,BBD,Electronics
2030,275,2025-05-03,492.27,Tonga,AED,Clothing
2031,41,2025-05-09,41.03,Slovakia (Slovak Republic),RWF,Clothing
2032,272,2025-04-28,217.63,Moldova,UYU,Electronics
2033,193,2025-05-08,79.56,Mongolia,QAR,Books
2034,384,2025-04-21,236.2,Palau,ETB,Toys
2035,397,2025-05-05,179.11,Congo,VND,Toys
2036,158,2025-04-30,203.3,Montenegro,TTD,Toys
2037,61,2025-04-16,128.21,Lesotho,DOP,Toys
2038,209,2025-04-26,373.99,Yemen,CUC,Toys
2039,476,2025-05-10,67.9,Panama,PHP,Clothing
2040,409,2025-04-26,302.55,Namibia,BGN,Food
2041,30,2025-04-14,89.94,Panama,GMD,Clothing
2042,340,2025-05-13,164.77,Sierra Leone,ZAR,Toys
2043,84,2025-05-09,94.98,United States Virgin Islands,BSD,Books
2044,72,2025-05-02,412.67,Switzerland,IMP,Books
2045,186,2025-05-11,390.35,Kyrgyz Republic,AWG,Electronics
2046,61,2025-05-08,448.26,Uzbekistan,AWG,Books
2047,115,2025-04-15,232.26,Cocos (Keeling) Islands,XCD,Food
